,uid,iid,rui,est,details,Iu,Ui,err
21621,17950,0385234104,0.0,2.0869075233390797,{'was_impossible': False},96,33,2.0869075233390797
32248,52584,0399501487,0.0,2.086998480011631,{'was_impossible': False},317,123,2.086998480011631
14050,66680,0425132951,0.0,2.0870559273112255,{'was_impossible': False},70,50,2.0870559273112255
23899,125411,080410753X,0.0,2.087078360400065,{'was_impossible': False},23,125,2.087078360400065
3392,190925,0380820889,8.0,2.087181167639645,{'was_impossible': False},168,35,5.9128188323603545
17137,21576,0446610550,0.0,2.0873620838445692,{'was_impossible': False},33,47,2.0873620838445692
7348,277928,0679736042,0.0,2.087515958910646,{'was_impossible': False},13,27,2.087515958910646
32341,85757,0452260116,0.0,2.0876991206043365,{'was_impossible': False},54,60,2.0876991206043365
21073,110029,0671670689,0.0,2.08780068211229,{'was_impossible': False},62,55,2.08780068211229
28284,110973,0385509456,0.0,2.0878112625322656,{'was_impossible': False},231,45,2.0878112625322656
19759,267635,0345413903,0.0,2.087847140075113,{'was_impossible': False},41,78,2.087847140075113
135,163804,0451180216,7.0,2.0878649580224264,{'was_impossible': False},88,27,4.912135041977574
540,201526,0451151259,0.0,2.0878740237989866,{'was_impossible': False},81,44,2.0878740237989866
12068,135149,0345422384,0.0,2.0879460213397882,{'was_impossible': False},300,47,2.0879460213397882
33514,127826,0061097101,9.0,2.088020611284998,{'was_impossible': False},53,93,6.911979388715002
13175,153662,0553272837,10.0,2.0880587560125567,{'was_impossible': False},426,37,7.911941243987443
34129,120548,0312924585,8.0,2.088068162997469,{'was_impossible': False},15,113,5.91193183700253
16036,250300,0345438825,0.0,2.088100728275383,{'was_impossible': False},23,26,2.088100728275383
23415,224159,0553275976,0.0,2.0881150655141782,{'was_impossible': False},17,94,2.0881150655141782
10509,64436,0451409973,0.0,2.088220886363826,{'was_impossible': False},74,24,2.088220886363826
3436,244277,0743206045,0.0,2.0882923711452643,{'was_impossible': False},35,44,2.0882923711452643
26176,71853,0316779423,9.0,2.08837987942077,{'was_impossible': False},21,31,6.911620120579229
29834,189848,0679439382,0.0,2.0883877333476057,{'was_impossible': False},0,40,2.0883877333476057
12975,193499,0515133876,8.0,2.088431626190615,{'was_impossible': False},75,41,5.911568373809385
9508,143175,0316666009,9.0,2.088444283827096,{'was_impossible': False},83,41,6.911555716172904
8779,172512,1573228214,0.0,2.088498257472786,{'was_impossible': False},67,29,2.088498257472786
28532,229741,0446671002,7.0,2.088512260544404,{'was_impossible': False},73,21,4.9114877394555965
33222,271195,0515103292,8.0,2.088523710373541,{'was_impossible': False},54,29,5.911476289626459
1099,49154,0671880314,0.0,2.088565257642,{'was_impossible': False},34,65,2.088565257642
3619,128696,0385492081,0.0,2.088669706310457,{'was_impossible': False},73,139,2.088669706310457
30646,26593,0449219364,10.0,2.0886761190791647,{'was_impossible': False},33,100,7.911323880920835
34565,114444,0451147367,0.0,2.0887019941971885,{'was_impossible': False},86,27,2.0887019941971885
12407,169699,0449911004,0.0,2.08870763473295,{'was_impossible': False},73,40,2.08870763473295
28439,221510,0671795554,10.0,2.0887787034828005,{'was_impossible': False},11,22,7.9112212965171995
10497,256402,0440214041,0.0,2.089135881133232,{'was_impossible': False},32,235,2.089135881133232
12194,234597,0553571818,0.0,2.08924019083892,{'was_impossible': False},49,49,2.08924019083892
4970,153342,0671867164,0.0,2.0893002112571213,{'was_impossible': False},6,30,2.0893002112571213
24415,21014,0679745203,0.0,2.0893286047391655,{'was_impossible': False},291,93,2.0893286047391655
33719,192093,0452280621,0.0,2.0893495225661574,{'was_impossible': False},60,53,2.0893495225661574
16503,207563,0670894605,0.0,2.089390875350179,{'was_impossible': False},24,30,2.089390875350179
2870,214786,006101351X,10.0,2.0894031875481125,{'was_impossible': False},119,170,7.910596812451887
26529,145165,0061009059,8.0,2.089605892438471,{'was_impossible': False},16,123,5.91039410756153
30774,165308,0373218036,0.0,2.089644896878454,{'was_impossible': False},94,64,2.089644896878454
14742,81977,0312201656,0.0,2.0896595063588346,{'was_impossible': False},60,38,2.0896595063588346
11816,227520,0671001701,0.0,2.089766486642369,{'was_impossible': False},115,30,2.089766486642369
9586,229011,0425185710,7.0,2.089790174505155,{'was_impossible': False},45,42,4.910209825494845
17189,244171,0375707972,0.0,2.0899182815744184,{'was_impossible': False},46,147,2.0899182815744184
8620,35859,0451142934,0.0,2.0899883939177717,{'was_impossible': False},568,41,2.0899883939177717
13241,124487,0440193613,0.0,2.0900176289325354,{'was_impossible': False},130,47,2.0900176289325354
972,105979,044021145X,8.0,2.0901422193540746,{'was_impossible': False},182,250,5.909857780645925
12302,41781,0743237188,0.0,2.0903285590044502,{'was_impossible': False},56,90,2.0903285590044502
22944,278137,0446527793,0.0,2.090344220722385,{'was_impossible': False},16,34,2.090344220722385
33298,6772,044023574X,0.0,2.0904135843684943,{'was_impossible': False},19,28,2.0904135843684943
18790,168816,0446364800,0.0,2.090478922917094,{'was_impossible': False},28,76,2.090478922917094
6037,7346,0425177173,8.0,2.09051192380873,{'was_impossible': False},194,42,5.90948807619127
9784,134837,0842342702,0.0,2.090751089667976,{'was_impossible': False},16,50,2.090751089667976
20726,138010,0451410947,0.0,2.0908130318956433,{'was_impossible': False},29,23,2.0908130318956433
10073,146175,0671741187,0.0,2.0908281431482636,{'was_impossible': False},56,47,2.0908281431482636
17288,187145,0553250426,8.0,2.090931558397152,{'was_impossible': False},135,100,5.909068441602848
26180,69355,0385729332,0.0,2.0909599020577394,{'was_impossible': False},100,33,2.0909599020577394
10254,204864,0671028383,0.0,2.0912246717344596,{'was_impossible': False},341,33,2.0912246717344596
4464,244171,0375725784,0.0,2.0917569093836135,{'was_impossible': False},46,99,2.0917569093836135
17941,128085,0385334036,6.0,2.0917617741889853,{'was_impossible': False},46,16,3.9082382258110147
14993,254377,0425178102,0.0,2.0918553335132932,{'was_impossible': False},9,43,2.0918553335132932
11687,2977,006099486X,0.0,2.0920037621480754,{'was_impossible': False},20,48,2.0920037621480754
21848,248464,0312288115,1.0,2.0920388198984066,{'was_impossible': False},23,29,1.0920388198984066
11550,136010,0449002411,0.0,2.0922576534666693,{'was_impossible': False},61,26,2.0922576534666693
14850,36609,0385335830,8.0,2.092289373208816,{'was_impossible': False},73,40,5.907710626791184
27435,162639,0671016776,0.0,2.0923992759740226,{'was_impossible': False},203,25,2.0923992759740226
1323,278418,0812570944,0.0,2.092533277830847,{'was_impossible': False},171,36,2.092533277830847
34919,149802,1558745157,0.0,2.0927134745821263,{'was_impossible': False},15,65,2.0927134745821263
7138,178240,0345337662,9.0,2.0928066280242485,{'was_impossible': False},38,236,6.907193371975751
8809,224138,0440220424,0.0,2.0928395914881417,{'was_impossible': False},93,35,2.0928395914881417
15293,43619,0671880314,0.0,2.09290935530976,{'was_impossible': False},94,65,2.09290935530976
14791,80203,0142001821,0.0,2.092928083892733,{'was_impossible': False},25,24,2.092928083892733
9162,89014,0688177751,0.0,2.0930483096528145,{'was_impossible': False},49,68,2.0930483096528145
20103,168144,0345413369,8.0,2.093331876977165,{'was_impossible': False},44,40,5.906668123022834
29570,243,0440226430,0.0,2.0936415416261354,{'was_impossible': False},42,202,2.0936415416261354
10018,12538,0451191145,0.0,2.0937007165636343,{'was_impossible': False},121,42,2.0937007165636343
11050,174140,059030271X,5.0,2.093715048425964,{'was_impossible': False},11,28,2.906284951574036
28026,19842,0345378490,0.0,2.0937510848026166,{'was_impossible': False},36,135,2.0937510848026166
27858,271538,1573229571,0.0,2.093946736562185,{'was_impossible': False},50,43,2.093946736562185
31611,106816,0553213105,0.0,2.0940515464670755,{'was_impossible': False},29,51,2.0940515464670755
6422,51450,038550926X,0.0,2.094086545430016,{'was_impossible': False},72,60,2.094086545430016
20119,77181,0451192001,0.0,2.094088956751623,{'was_impossible': False},30,43,2.094088956751623
11329,156214,0385337116,0.0,2.094461016441196,{'was_impossible': False},31,31,2.094461016441196
18938,40889,0440224853,0.0,2.094475399154653,{'was_impossible': False},128,33,2.094475399154653
26307,120090,0446672211,0.0,2.0945999491930736,{'was_impossible': False},30,229,2.0945999491930736
29856,151589,0060934417,10.0,2.0947170515409095,{'was_impossible': False},43,125,7.9052829484590905
15199,210959,0385498721,9.0,2.094816853099023,{'was_impossible': False},38,20,6.905183146900977
28530,44728,0345445848,0.0,2.0948234018632625,{'was_impossible': False},102,48,2.0948234018632625
22760,7346,0425181464,0.0,2.094955953413583,{'was_impossible': False},194,40,2.094955953413583
5406,70931,0684848783,8.0,2.0950309653156265,{'was_impossible': False},15,62,5.904969034684374
13061,277639,0345391055,0.0,2.0952294585119318,{'was_impossible': False},28,109,2.0952294585119318
34821,52917,0804106304,7.0,2.0952809687485843,{'was_impossible': False},35,223,4.904719031251416
19083,103336,0515115649,0.0,2.0952846420073885,{'was_impossible': False},36,36,2.0952846420073885
5455,69697,0441008534,0.0,2.0955701140695258,{'was_impossible': False},145,33,2.0955701140695258
27853,53174,0515090166,0.0,2.0956218508038824,{'was_impossible': False},129,38,2.0956218508038824
23587,235105,0425168298,0.0,2.095631945193914,{'was_impossible': False},236,38,2.095631945193914
22953,80683,0688177751,0.0,2.0956495510536524,{'was_impossible': False},53,68,2.0956495510536524
25996,94923,0380002930,0.0,2.095756282620311,{'was_impossible': False},44,103,2.095756282620311
9901,122506,0425098605,0.0,2.095794895192183,{'was_impossible': False},18,28,2.095794895192183
16649,202277,0679731725,0.0,2.0959445322676618,{'was_impossible': False},59,54,2.0959445322676618
576,31846,0446530891,0.0,2.096037924482033,{'was_impossible': False},35,19,2.096037924482033
30013,222296,0375726403,7.0,2.09649544381233,{'was_impossible': False},79,123,4.90350455618767
26983,157273,0786867647,0.0,2.0966014963764565,{'was_impossible': False},131,66,2.0966014963764565
33014,208829,0446611867,7.0,2.0967085273433677,{'was_impossible': False},105,110,4.903291472656632
19025,60278,0515122734,0.0,2.0967684158891764,{'was_impossible': False},11,66,2.0967684158891764
28410,113270,0156028778,0.0,2.096807837230336,{'was_impossible': False},143,51,2.096807837230336
25499,148258,0679734775,0.0,2.0970859098000294,{'was_impossible': False},32,53,2.0970859098000294
4576,16106,0345465083,10.0,2.0971021214180396,{'was_impossible': False},64,82,7.90289787858196
13668,31040,0140293248,0.0,2.0975688189627486,{'was_impossible': False},35,155,2.0975688189627486
7589,16634,0553562738,8.0,2.097636764658769,{'was_impossible': False},140,37,5.902363235341231
25329,266866,0553280368,0.0,2.0977541305584113,{'was_impossible': False},24,116,2.0977541305584113
26078,59912,0440224861,0.0,2.097870469666497,{'was_impossible': False},21,38,2.097870469666497
14358,51526,0440211727,0.0,2.0979028386370513,{'was_impossible': False},41,233,2.0979028386370513
8108,152651,0553580388,0.0,2.0979399350902748,{'was_impossible': False},25,20,2.0979399350902748
2260,135458,0385335482,0.0,2.0979579994542528,{'was_impossible': False},65,162,2.0979579994542528
21316,250764,0553274295,0.0,2.0980109807038536,{'was_impossible': False},61,52,2.0980109807038536
31740,251140,0971880107,0.0,2.098022493259414,{'was_impossible': False},46,609,2.098022493259414
981,21659,0385720106,0.0,2.098062125133828,{'was_impossible': False},52,135,2.098062125133828
33955,173835,0316969680,0.0,2.0980872695524817,{'was_impossible': False},21,47,2.0980872695524817
13449,14422,0786868619,0.0,2.09809436830659,{'was_impossible': False},94,30,2.09809436830659
16421,156150,0684874350,0.0,2.098135695040354,{'was_impossible': False},169,100,2.098135695040354
14408,273718,0440218535,9.0,2.0982398169079106,{'was_impossible': False},8,47,6.901760183092089
31539,210717,0446610038,0.0,2.098284473479116,{'was_impossible': False},36,158,2.098284473479116
7663,158254,0679731148,0.0,2.0984376986007067,{'was_impossible': False},56,56,2.0984376986007067
3750,128040,0671741195,0.0,2.098477178233969,{'was_impossible': False},9,51,2.098477178233969
23570,147847,0140270590,0.0,2.0986218443492386,{'was_impossible': False},145,30,2.0986218443492386
15042,128045,044021873X,0.0,2.0986238940577926,{'was_impossible': False},23,28,2.0986238940577926
20392,98787,0375700757,0.0,2.0986878197844763,{'was_impossible': False},62,113,2.0986878197844763
14561,131402,0140430725,9.0,2.0987028972711848,{'was_impossible': False},42,29,6.901297102728815
9231,156150,0380002930,10.0,2.0987550385096334,{'was_impossible': False},169,103,7.901244961490367
14421,7158,0684867621,0.0,2.098764107777128,{'was_impossible': False},97,48,2.098764107777128
33863,123056,0425188787,0.0,2.0988379869594107,{'was_impossible': False},24,25,2.0988379869594107
8970,143415,0345443284,0.0,2.098900495844898,{'was_impossible': False},87,144,2.098900495844898
8601,235105,0553271636,0.0,2.098982604311839,{'was_impossible': False},236,111,2.098982604311839
19661,148798,0028604199,0.0,2.099002546261085,{'was_impossible': False},11,35,2.099002546261085
23281,9177,0345391055,8.0,2.099123893058368,{'was_impossible': False},0,109,5.900876106941632
1289,24462,0345391055,0.0,2.099123893058368,{'was_impossible': False},0,109,2.099123893058368
4328,234948,0345413350,8.0,2.09914449463992,{'was_impossible': False},11,72,5.90085550536008
1614,274308,0345313151,0.0,2.099228931148515,{'was_impossible': False},160,31,2.099228931148515
3745,263383,0373244487,0.0,2.0992979786682158,{'was_impossible': False},14,46,2.0992979786682158
32978,74758,0312980159,10.0,2.099851956594428,{'was_impossible': False},13,81,7.900148043405572
33742,254,0316776963,0.0,2.099897661327561,{'was_impossible': False},64,145,2.099897661327561
30435,72531,0451167805,10.0,2.099945007568582,{'was_impossible': False},16,37,7.900054992431418
5633,882,0440235162,10.0,2.099946344132366,{'was_impossible': False},33,72,7.900053655867634
34274,37493,0375406530,0.0,2.0999466862864438,{'was_impossible': False},23,20,2.0999466862864438
15932,221445,0679746048,0.0,2.1001390554172956,{'was_impossible': False},161,106,2.1001390554172956
13767,94951,0743418131,0.0,2.100140363362528,{'was_impossible': False},19,56,2.100140363362528
15865,230030,0679736042,0.0,2.1002824095366637,{'was_impossible': False},18,27,2.1002824095366637
4114,168642,0425142485,3.0,2.1004361864273062,{'was_impossible': False},19,51,0.8995638135726938
34392,165319,0446607193,0.0,2.100644107969437,{'was_impossible': False},70,48,2.100644107969437
13681,116599,0140374248,0.0,2.1007788980017867,{'was_impossible': False},49,23,2.1007788980017867
9105,81950,0971880107,6.0,2.100798259365651,{'was_impossible': False},5,609,3.899201740634349
26376,43246,0446675059,0.0,2.1008952098760982,{'was_impossible': False},289,60,2.1008952098760982
31453,135149,0446527785,9.0,2.1009428157384424,{'was_impossible': False},300,38,6.899057184261558
29276,105979,0553380095,0.0,2.101030495133518,{'was_impossible': False},182,29,2.101030495133518
20052,84201,0440214041,0.0,2.1010867676799987,{'was_impossible': False},2,235,2.1010867676799987
17583,224349,1573225789,0.0,2.1012502040366106,{'was_impossible': False},174,83,2.1012502040366106
13158,125303,0440220602,0.0,2.1013667056642316,{'was_impossible': False},15,164,2.1013667056642316
32318,43842,0446679593,0.0,2.1016708005894786,{'was_impossible': False},190,41,2.1016708005894786
9442,12538,0449212602,0.0,2.1016772905455277,{'was_impossible': False},121,132,2.1016772905455277
30511,156269,0446604402,0.0,2.1017266821943688,{'was_impossible': False},80,42,2.1017266821943688
33346,205473,0671001795,0.0,2.1019741808704646,{'was_impossible': False},50,136,2.1019741808704646
26294,195049,0374281602,0.0,2.1020719789409563,{'was_impossible': False},13,15,2.1020719789409563
15722,204864,0451184726,0.0,2.1021533682020555,{'was_impossible': False},341,33,2.1021533682020555
1394,167471,0553380095,8.0,2.102179266339836,{'was_impossible': False},99,29,5.897820733660164
22535,38556,0449003787,0.0,2.1022684169478696,{'was_impossible': False},19,76,2.1022684169478696
1566,98787,0671042858,0.0,2.1023055062832143,{'was_impossible': False},62,74,2.1023055062832143
21806,112541,0671028375,0.0,2.1023193817372436,{'was_impossible': False},17,59,2.1023193817372436
24766,127131,0449223612,0.0,2.1023335761197455,{'was_impossible': False},20,89,2.1023335761197455
33063,187145,0525947647,8.0,2.102645114570926,{'was_impossible': False},135,64,5.897354885429074
31906,208829,0345434803,0.0,2.1026994155940724,{'was_impossible': False},105,26,2.1026994155940724
12707,114444,0060976845,0.0,2.1029632779178846,{'was_impossible': False},86,183,2.1029632779178846
33844,83637,0515127221,5.0,2.1030111162620795,{'was_impossible': False},43,39,2.8969888837379205
5614,124487,0451208765,5.0,2.1030489555502574,{'was_impossible': False},130,33,2.8969510444497426
9291,99630,067976402X,2.0,2.103132327736993,{'was_impossible': False},19,242,0.1031323277369931
789,231993,0515129933,0.0,2.103247221017136,{'was_impossible': False},11,33,2.103247221017136
11059,10447,0156028778,7.0,2.1034748943997803,{'was_impossible': False},68,51,4.89652510560022
11412,114581,0440213029,0.0,2.1035531074765887,{'was_impossible': False},21,39,2.1035531074765887
28209,235935,0345447840,0.0,2.1037750156379302,{'was_impossible': False},92,59,2.1037750156379302
2755,9141,0786884592,0.0,2.1038882894082054,{'was_impossible': False},13,28,2.1038882894082054
27128,107951,0425171396,0.0,2.1040116975995895,{'was_impossible': False},19,22,2.1040116975995895
18500,266056,0743457943,4.0,2.1040457864185416,{'was_impossible': False},118,31,1.8959542135814584
30874,55492,0671776134,0.0,2.1042652205898174,{'was_impossible': False},366,31,2.1042652205898174
24125,49842,0425109720,0.0,2.104281222227319,{'was_impossible': False},16,68,2.104281222227319
5159,13273,038550120X,0.0,2.104284049687678,{'was_impossible': False},104,76,2.104284049687678
17552,57449,0446604658,0.0,2.1043269000922713,{'was_impossible': False},17,33,2.1043269000922713
30691,100846,0553569074,0.0,2.10434291660777,{'was_impossible': False},105,23,2.10434291660777
11036,79506,0671729411,0.0,2.1043763886567035,{'was_impossible': False},10,36,2.1043763886567035
1888,240568,0345443284,0.0,2.1044807716671334,{'was_impossible': False},47,144,2.1044807716671334
30232,88733,0380723638,0.0,2.1045282232192863,{'was_impossible': False},112,31,2.1045282232192863
5331,6575,0374121230,6.0,2.10454739873321,{'was_impossible': False},203,32,3.89545260126679
34759,163307,0553274503,10.0,2.1046179497603026,{'was_impossible': False},30,46,7.895382050239697
17918,46398,0671867156,6.0,2.1047090629413305,{'was_impossible': False},118,80,3.8952909370586695
31308,252347,0446611611,0.0,2.1049516842734266,{'was_impossible': False},15,33,2.1049516842734266
2822,118320,044023669X,0.0,2.1050240152697777,{'was_impossible': False},13,36,2.1050240152697777
5115,162639,0515109509,9.0,2.1051468765419576,{'was_impossible': False},203,36,6.894853123458042
4449,175117,014025448X,0.0,2.1052378569316694,{'was_impossible': False},36,88,2.1052378569316694
28094,218552,0345384377,0.0,2.105409066947184,{'was_impossible': False},87,36,2.105409066947184
32983,254,0671021001,7.0,2.1055316428579536,{'was_impossible': False},64,174,4.894468357142046
13594,125774,0142001805,10.0,2.105581227411195,{'was_impossible': False},73,77,7.894418772588805
4348,258938,0553573136,0.0,2.105610463610543,{'was_impossible': False},62,70,2.105610463610543
8776,23768,0842332251,0.0,2.1057650841599447,{'was_impossible': False},336,32,2.1057650841599447
18731,30035,0312983271,0.0,2.106100140787293,{'was_impossible': False},30,112,2.106100140787293
25131,143415,0316089699,0.0,2.1061133534338667,{'was_impossible': False},87,49,2.1061133534338667
15650,24921,0060934719,0.0,2.1061784607371288,{'was_impossible': False},97,20,2.1061784607371288
11037,255814,0552999458,0.0,2.1062431154699692,{'was_impossible': False},18,14,2.1062431154699692
9649,204864,0425126064,0.0,2.1062729388244255,{'was_impossible': False},341,46,2.1062729388244255
6987,135149,0804106304,7.0,2.1062981282473436,{'was_impossible': False},300,223,4.893701871752656
19502,177374,0373483899,0.0,2.106332816131343,{'was_impossible': False},54,29,2.106332816131343
31,208406,0671527215,8.0,2.106607762679191,{'was_impossible': False},72,32,5.893392237320809
30873,41781,0671028375,8.0,2.106611013122457,{'was_impossible': False},56,59,5.893388986877543
22439,40943,0064407667,0.0,2.106676060402222,{'was_impossible': False},134,105,2.106676060402222
11870,124487,0380817691,10.0,2.106830737968781,{'was_impossible': False},130,44,7.893169262031218
23725,204864,0452282195,0.0,2.1068482632005896,{'was_impossible': False},341,47,2.1068482632005896
404,87141,0440220602,8.0,2.1069252531305485,{'was_impossible': False},193,164,5.893074746869452
33243,49422,042510107X,7.0,2.1070457890781853,{'was_impossible': False},36,84,4.892954210921815
10709,17859,0345334019,8.0,2.107195666138246,{'was_impossible': False},25,35,5.892804333861754
10677,26621,0449223795,8.0,2.1072511252920707,{'was_impossible': False},22,27,5.892748874707929
15497,43246,0671021001,0.0,2.107260597063047,{'was_impossible': False},289,174,2.107260597063047
33335,252071,0375500510,8.0,2.1074436185139085,{'was_impossible': False},113,42,5.8925563814860915
12700,263344,0380728133,10.0,2.1075597480470236,{'was_impossible': False},21,38,7.892440251952976
17857,181687,0312980159,0.0,2.107682574239073,{'was_impossible': False},89,81,2.107682574239073
19517,28204,0671822209,0.0,2.1077633001908938,{'was_impossible': False},131,30,2.1077633001908938
22608,77940,044022425X,0.0,2.1077803279740395,{'was_impossible': False},62,35,2.1077803279740395
34074,50730,0553571656,0.0,2.1080414228408215,{'was_impossible': False},35,43,2.1080414228408215
18979,31315,0440207770,0.0,2.1084741007459495,{'was_impossible': False},251,47,2.1084741007459495
15440,152249,0060175966,0.0,2.1084753210210945,{'was_impossible': False},43,21,2.1084753210210945
20956,80683,1573222267,0.0,2.1085697029018395,{'was_impossible': False},53,15,2.1085697029018395
17931,268030,038079487X,0.0,2.1087145271040124,{'was_impossible': False},49,94,2.1087145271040124
32796,140036,0312979479,0.0,2.1087230362850122,{'was_impossible': False},22,17,2.1087230362850122
29100,190708,0515102636,7.0,2.1088170478369497,{'was_impossible': False},94,36,4.89118295216305
19659,142121,0553263226,0.0,2.1088696930808446,{'was_impossible': False},62,50,2.1088696930808446
8525,208406,0804106304,0.0,2.109073440177071,{'was_impossible': False},72,223,2.109073440177071
7207,138239,0743246071,0.0,2.109221145611332,{'was_impossible': False},10,26,2.109221145611332
16652,209516,0140244824,9.0,2.1092274992079414,{'was_impossible': False},49,105,6.890772500792059
19834,236340,0553564528,0.0,2.109367814457399,{'was_impossible': False},111,70,2.109367814457399
30588,36606,0679457526,0.0,2.1095348594499135,{'was_impossible': False},247,27,2.1095348594499135
2078,219546,0441304834,0.0,2.1096470607693307,{'was_impossible': False},126,41,2.1096470607693307
7217,145369,0316693235,9.0,2.10970091957726,{'was_impossible': False},34,46,6.89029908042274
27606,193350,0061000027,0.0,2.109732583922146,{'was_impossible': False},12,25,2.109732583922146
31923,141210,0553263226,0.0,2.109850701519079,{'was_impossible': False},7,50,2.109850701519079
31535,162780,0316780375,8.0,2.109947693990227,{'was_impossible': False},20,78,5.890052306009773
28516,187517,0446610542,0.0,2.1100664749467763,{'was_impossible': False},90,73,2.1100664749467763
33111,249695,0375501371,0.0,2.110222280938381,{'was_impossible': False},31,21,2.110222280938381
2739,177374,0515132020,10.0,2.1102762814652434,{'was_impossible': False},54,104,7.889723718534757
18189,43619,044651652X,0.0,2.110367644148319,{'was_impossible': False},94,155,2.110367644148319
34673,59770,0446525502,0.0,2.11039651189809,{'was_impossible': False},5,35,2.11039651189809
3042,6563,0517122707,0.0,2.1104423102044776,{'was_impossible': False},80,29,2.1104423102044776
24826,208568,0385730586,0.0,2.1105035047877756,{'was_impossible': False},32,65,2.1105035047877756
32234,43619,0446608955,6.0,2.110734132145831,{'was_impossible': False},94,112,3.889265867854169
14016,235105,0399133143,0.0,2.11094926200795,{'was_impossible': False},236,24,2.11094926200795
13773,102702,0345387651,0.0,2.110973644332224,{'was_impossible': False},27,114,2.110973644332224
21919,21014,0316569321,8.0,2.1109955568877465,{'was_impossible': False},291,99,5.8890044431122535
16419,269566,0679781587,0.0,2.111080890179223,{'was_impossible': False},266,232,2.111080890179223
6082,16246,0345353145,6.0,2.1110869154192793,{'was_impossible': False},18,153,3.8889130845807207
9839,53392,0440167531,0.0,2.111274929217277,{'was_impossible': False},37,39,2.111274929217277
26698,31919,0345313860,0.0,2.1112877405739967,{'was_impossible': False},46,154,2.1112877405739967
5060,101876,0451183665,0.0,2.1114785766762956,{'was_impossible': False},123,75,2.1114785766762956
22136,149934,014029628X,0.0,2.111518764095866,{'was_impossible': False},85,87,2.111518764095866
30162,38464,0345387651,0.0,2.1115558509278736,{'was_impossible': False},20,114,2.1115558509278736
33547,54453,0345351525,6.0,2.1116227446146425,{'was_impossible': False},14,121,3.8883772553853575
22592,158295,0061030430,0.0,2.111796176057865,{'was_impossible': False},194,26,2.111796176057865
26515,16106,0380730847,0.0,2.1118026162040118,{'was_impossible': False},64,45,2.1118026162040118
14599,223087,0425154092,0.0,2.111809604886899,{'was_impossible': False},57,113,2.111809604886899
32316,208829,0515132020,0.0,2.1120384456485395,{'was_impossible': False},105,104,2.1120384456485395
1813,14422,0142001805,0.0,2.1121790700414147,{'was_impossible': False},94,77,2.1121790700414147
16076,123056,0553275976,0.0,2.1121956376432807,{'was_impossible': False},24,94,2.1121956376432807
25467,43359,0425147584,0.0,2.112305495994245,{'was_impossible': False},9,66,2.112305495994245
29927,190925,0345441133,0.0,2.1123056844914228,{'was_impossible': False},168,49,2.1123056844914228
23263,273110,0345339703,0.0,2.1124361739475015,{'was_impossible': False},35,97,2.1124361739475015
25305,265083,0156028778,0.0,2.112768729871507,{'was_impossible': False},28,51,2.112768729871507
33562,95359,0971880107,0.0,2.112923386896198,{'was_impossible': False},291,609,2.112923386896198
13366,79942,0060958022,0.0,2.1132009341931783,{'was_impossible': False},26,62,2.1132009341931783
16626,113519,0062502182,0.0,2.1133696677685165,{'was_impossible': False},221,79,2.1133696677685165
32194,140184,0399501487,0.0,2.1133876290037845,{'was_impossible': False},15,123,2.1133876290037845
29716,78834,0786867647,10.0,2.1135999766560216,{'was_impossible': False},142,66,7.886400023343978
12996,170513,0451188462,5.0,2.113647939440125,{'was_impossible': False},80,42,2.886352060559875
2436,68249,0446611913,8.0,2.1137034582816376,{'was_impossible': False},6,25,5.886296541718362
12929,83109,0553574639,7.0,2.1140356654108414,{'was_impossible': False},23,33,4.885964334589159
23937,245827,0425105334,0.0,2.114228816098592,{'was_impossible': False},120,27,2.114228816098592
17687,55734,0671759361,0.0,2.11440244222002,{'was_impossible': False},87,24,2.11440244222002
11703,188513,0380725827,5.0,2.11448857613103,{'was_impossible': False},15,26,2.88551142386897
28028,93363,0399501487,0.0,2.1145972053061595,{'was_impossible': False},92,123,2.1145972053061595
34258,95932,0446601241,0.0,2.1146029097369388,{'was_impossible': False},74,112,2.1146029097369388
28425,154992,0684874350,5.0,2.114621657701329,{'was_impossible': False},50,100,2.885378342298671
1880,165308,0553096834,10.0,2.1146545080802266,{'was_impossible': False},94,30,7.885345491919773
31563,15021,0380804697,0.0,2.1146604015084165,{'was_impossible': False},6,19,2.1146604015084165
14891,139387,0743431030,0.0,2.1147838856984817,{'was_impossible': False},26,26,2.1147838856984817
31959,2766,0425178102,5.0,2.114890758307185,{'was_impossible': False},42,43,2.885109241692815
28765,210035,0451190564,0.0,2.1149524260996864,{'was_impossible': False},28,43,2.1149524260996864
2734,169699,0441003257,0.0,2.1150104175517583,{'was_impossible': False},73,65,2.1150104175517583
16009,209536,0671003755,0.0,2.115279497616566,{'was_impossible': False},17,178,2.115279497616566
30197,256407,0441003745,0.0,2.1155514845818413,{'was_impossible': False},128,28,2.1155514845818413
27461,246000,0345391802,6.0,2.1155663279546477,{'was_impossible': False},47,57,3.8844336720453523
31449,250300,1558744630,10.0,2.1159056576926525,{'was_impossible': False},23,49,7.884094342307348
15958,253106,0684872153,0.0,2.116035382691822,{'was_impossible': False},25,121,2.116035382691822
6870,237646,0142001740,0.0,2.116171894906385,{'was_impossible': False},15,238,2.116171894906385
31790,95261,0451162145,0.0,2.1165742460212136,{'was_impossible': False},4,32,2.1165742460212136
21610,262998,0312278586,0.0,2.116585151108668,{'was_impossible': False},29,169,2.116585151108668
33213,132083,0060936231,0.0,2.117041415773736,{'was_impossible': False},33,20,2.117041415773736
