,uid,iid,rui,est,details,Iu,Ui,err
3166,262459,0345422384,5.0,2.096237214590843,{'was_impossible': False},31,37,2.903762785409157
3157,252695,0345380371,0.0,2.0963195325457162,{'was_impossible': False},106,111,2.0963195325457162
19331,74328,0316601950,0.0,2.0964154854837966,{'was_impossible': False},13,224,2.0964154854837966
34996,14422,0553289411,0.0,2.0965129134994,{'was_impossible': False},95,75,2.0965129134994
21071,186527,039304016X,7.0,2.0965853080422354,{'was_impossible': False},17,22,4.903414691957765
22304,101876,0451170385,8.0,2.0967718586375126,{'was_impossible': False},124,51,5.903228141362487
30683,127826,0671014196,0.0,2.0968295074164045,{'was_impossible': False},55,76,2.0968295074164045
29461,277378,0553279378,0.0,2.0972556214219864,{'was_impossible': False},12,83,2.0972556214219864
13328,78846,0385265700,0.0,2.0972599013769098,{'was_impossible': False},17,147,2.0972599013769098
1929,153513,0440226430,0.0,2.097394327793524,{'was_impossible': False},43,200,2.097394327793524
16015,125774,0446670111,8.0,2.097422428238228,{'was_impossible': False},80,40,5.902577571761772
2537,97208,0440241537,6.0,2.0975055562290796,{'was_impossible': False},13,81,3.9024944437709204
9706,157273,0316693006,0.0,2.097530464682017,{'was_impossible': False},132,52,2.097530464682017
10149,236283,0440222842,0.0,2.097602463348476,{'was_impossible': False},234,35,2.097602463348476
26567,93047,0446611867,0.0,2.0978619950214497,{'was_impossible': False},61,101,2.0978619950214497
17600,233911,0312966970,0.0,2.0980720515815197,{'was_impossible': False},40,122,2.0980720515815197
11071,191523,0553582526,0.0,2.098188929643619,{'was_impossible': False},18,65,2.098188929643619
1075,45557,0515111279,0.0,2.098207011326491,{'was_impossible': False},42,35,2.098207011326491
32676,29209,0066214122,0.0,2.0982439217195337,{'was_impossible': False},49,61,2.0982439217195337
17283,101876,074322535X,0.0,2.0984606011664915,{'was_impossible': False},124,39,2.0984606011664915
27473,117251,0671755064,9.0,2.098505951417223,{'was_impossible': False},60,26,6.9014940485827765
19498,68555,0446607193,0.0,2.098534661947186,{'was_impossible': False},188,41,2.098534661947186
13380,226545,0525947299,0.0,2.0987600836552764,{'was_impossible': False},119,35,2.0987600836552764
16203,40889,0743460529,6.0,2.098848691707564,{'was_impossible': False},132,47,3.901151308292436
18336,83467,0452282152,0.0,2.098870041468977,{'was_impossible': False},21,186,2.098870041468977
2626,177040,0446354678,5.0,2.0989067330451454,{'was_impossible': False},32,35,2.9010932669548546
7666,138097,067942573X,0.0,2.0989951763648453,{'was_impossible': False},41,24,2.0989951763648453
15652,145641,0671864173,0.0,2.0991857572405532,{'was_impossible': False},55,41,2.0991857572405532
21947,190741,0399146431,3.0,2.099296607566659,{'was_impossible': False},47,49,0.900703392433341
20031,31315,0679731148,0.0,2.099487619231981,{'was_impossible': False},260,64,2.099487619231981
23317,147965,0446605239,0.0,2.1000715956608893,{'was_impossible': False},45,200,2.1000715956608893
16487,32122,0553569155,0.0,2.1001094181116358,{'was_impossible': False},25,42,2.1001094181116358
4388,277195,0345413881,0.0,2.100395521372022,{'was_impossible': False},23,59,2.100395521372022
10508,162639,0671567829,0.0,2.1004002163991675,{'was_impossible': False},208,29,2.1004002163991675
20581,94951,0743418131,0.0,2.100493958295603,{'was_impossible': False},13,55,2.100493958295603
21229,250359,0380789035,0.0,2.1005116291314256,{'was_impossible': False},17,128,2.1005116291314256
6996,217056,0449003795,9.0,2.1006470671179693,{'was_impossible': False},11,92,6.899352932882031
20876,209373,0399150439,0.0,2.1007377574659283,{'was_impossible': False},102,27,2.1007377574659283
3257,85757,067976397X,9.0,2.1007713354869555,{'was_impossible': False},59,44,6.8992286645130445
18330,260897,0316096199,0.0,2.1007830006022457,{'was_impossible': False},107,147,2.1007830006022457
3375,230522,0440940001,10.0,2.100817691012718,{'was_impossible': False},340,51,7.899182308987282
31759,187145,0525947299,0.0,2.1008535898008645,{'was_impossible': False},146,35,2.1008535898008645
7379,149084,0345337662,0.0,2.1010192874789637,{'was_impossible': False},49,230,2.1010192874789637
33901,114414,0142001430,0.0,2.101076990971225,{'was_impossible': False},206,68,2.101076990971225
21095,70585,037570504X,7.0,2.101134532583354,{'was_impossible': False},3,71,4.8988654674166465
2686,187145,0553278223,9.0,2.101178077119563,{'was_impossible': False},146,33,6.898821922880437
8628,38023,0440217563,0.0,2.1012273701929787,{'was_impossible': False},82,50,2.1012273701929787
1888,95010,0671708635,5.0,2.10139587621251,{'was_impossible': False},8,66,2.89860412378749
11550,149802,0316781142,0.0,2.1015877548015363,{'was_impossible': False},16,34,2.1015877548015363
30496,205735,0804105820,0.0,2.1018208324753616,{'was_impossible': False},77,40,2.1018208324753616
24353,266865,037570910X,0.0,2.101890531322216,{'was_impossible': False},87,29,2.101890531322216
22826,242361,0345350685,0.0,2.1019130836803335,{'was_impossible': False},50,30,2.1019130836803335
22108,114868,0060976845,0.0,2.1019228891001456,{'was_impossible': False},112,188,2.1019228891001456
21365,246671,0553566040,0.0,2.102288278002928,{'was_impossible': False},11,29,2.102288278002928
28627,128835,0440226430,0.0,2.102347516794444,{'was_impossible': False},121,200,2.102347516794444
28613,56447,034538475X,0.0,2.1026549909840853,{'was_impossible': False},106,94,2.1026549909840853
225,124487,0316899984,0.0,2.102798751793116,{'was_impossible': False},121,87,2.102798751793116
18246,218068,0452284295,0.0,2.1028961246266267,{'was_impossible': False},29,29,2.1028961246266267
17875,187065,0380725835,8.0,2.1029698834095605,{'was_impossible': False},26,22,5.8970301165904395
32812,3363,1558744150,0.0,2.1030760960763306,{'was_impossible': False},104,67,2.1030760960763306
16843,275922,0440214041,0.0,2.103239150175695,{'was_impossible': False},21,226,2.103239150175695
19758,264321,0515118656,0.0,2.10334869010935,{'was_impossible': False},75,46,2.10334869010935
30972,30533,0375727345,0.0,2.103413590180277,{'was_impossible': False},98,199,2.103413590180277
20180,237646,0440217563,0.0,2.1036330971911648,{'was_impossible': False},13,50,2.1036330971911648
24571,36606,1878424319,0.0,2.103724997067377,{'was_impossible': False},238,48,2.103724997067377
10593,51192,038079487X,0.0,2.1037276332976393,{'was_impossible': False},12,91,2.1037276332976393
22010,135149,0425126064,0.0,2.1038006523219606,{'was_impossible': False},307,48,2.1038006523219606
6248,141710,1400031362,0.0,2.1039739190741233,{'was_impossible': False},133,66,2.1039739190741233
3353,135045,0425107469,9.0,2.1040635149800524,{'was_impossible': False},147,60,6.895936485019948
2736,184299,0767905385,0.0,2.1040658442175397,{'was_impossible': False},169,58,2.1040658442175397
10755,238120,059035342X,0.0,2.104167554876259,{'was_impossible': False},304,214,2.104167554876259
19120,47609,0553289411,0.0,2.1041701200762373,{'was_impossible': False},22,75,2.1041701200762373
30629,242646,0061099341,0.0,2.1042946314919426,{'was_impossible': False},62,29,2.1042946314919426
1606,13552,0380710722,10.0,2.1043628652691324,{'was_impossible': False},204,50,7.895637134730867
3153,32122,0671759345,9.0,2.1044205199769985,{'was_impossible': False},25,43,6.8955794800230015
25757,161265,0385722206,10.0,2.1044781505208086,{'was_impossible': False},4,134,7.8955218494791914
1247,60392,0345380371,0.0,2.1044840377818623,{'was_impossible': False},16,111,2.1044840377818623
10500,261829,0425175405,0.0,2.1046259573957413,{'was_impossible': False},157,108,2.1046259573957413
8752,234359,0380817691,0.0,2.104691102293658,{'was_impossible': False},59,43,2.104691102293658
14303,205943,0553575384,0.0,2.104820528917088,{'was_impossible': False},3,33,2.104820528917088
3374,105979,0671003755,6.0,2.1049576220296,{'was_impossible': False},177,168,3.8950423779704
29579,153662,0380730847,0.0,2.1049646767180583,{'was_impossible': False},430,47,2.1049646767180583
4837,208141,0670805149,0.0,2.1050979978153395,{'was_impossible': False},36,30,2.1050979978153395
21580,255489,0515130044,0.0,2.105150025043511,{'was_impossible': False},117,31,2.105150025043511
32310,93363,0812548051,0.0,2.1053076114004896,{'was_impossible': False},84,26,2.1053076114004896
1263,21031,0440193613,0.0,2.1054519507329914,{'was_impossible': False},36,54,2.1054519507329914
5852,87141,0671047329,0.0,2.105463578088165,{'was_impossible': False},186,23,2.105463578088165
27334,93631,0380710722,5.0,2.105569540483184,{'was_impossible': False},10,50,2.894430459516816
5680,136252,1558744150,0.0,2.1056191470582934,{'was_impossible': False},48,67,2.1056191470582934
5514,88937,1573227331,0.0,2.1056277966652113,{'was_impossible': False},55,34,2.1056277966652113
14425,149908,0330375253,10.0,2.1056722435929998,{'was_impossible': False},64,29,7.894327756407
17345,140000,0671027581,8.0,2.105733722748659,{'was_impossible': False},92,48,5.894266277251341
8789,13552,0156006529,0.0,2.106024305040022,{'was_impossible': False},204,49,2.106024305040022
9764,236655,038572179X,0.0,2.106050617084666,{'was_impossible': False},8,85,2.106050617084666
4925,33816,0425122123,0.0,2.106059111639718,{'was_impossible': False},23,60,2.106059111639718
333,202885,0553268880,9.0,2.1060751215999423,{'was_impossible': False},11,139,6.893924878400058
32635,261105,0887307876,10.0,2.1064157689764986,{'was_impossible': False},20,37,7.893584231023501
12066,118333,0671568175,0.0,2.1065284012157193,{'was_impossible': False},5,58,2.1065284012157193
5488,106225,0553211404,0.0,2.106607315006457,{'was_impossible': False},204,44,2.106607315006457
2118,80642,080410946X,0.0,2.106878078826854,{'was_impossible': False},15,38,2.106878078826854
3547,16795,1551669374,0.0,2.1069139510379986,{'was_impossible': False},459,30,2.1069139510379986
14921,160735,0440224853,8.0,2.1072952650058805,{'was_impossible': False},28,40,5.892704734994119
17202,162738,0440221471,8.0,2.1073050745417437,{'was_impossible': False},73,162,5.892694925458256
3550,59172,0671867156,0.0,2.107319705133546,{'was_impossible': False},132,75,2.107319705133546
32286,44296,0385504209,0.0,2.10741737620956,{'was_impossible': False},21,324,2.10741737620956
28763,69684,0385498802,0.0,2.1074515777867817,{'was_impossible': False},19,54,2.1074515777867817
33107,209373,0425107469,0.0,2.107492624410002,{'was_impossible': False},102,60,2.107492624410002
23604,47609,0812550307,10.0,2.1076177503670177,{'was_impossible': False},22,31,7.892382249632982
8649,133689,0440170796,8.0,2.107630736207804,{'was_impossible': False},68,33,5.892369263792196
18889,239626,0425167720,0.0,2.1076755292349634,{'was_impossible': False},12,35,2.1076755292349634
23394,91633,0446672211,0.0,2.1077793253318085,{'was_impossible': False},20,221,2.1077793253318085
24468,268032,0060928336,8.0,2.107808651703489,{'was_impossible': False},95,286,5.892191348296511
990,262040,0451207521,0.0,2.1079085753523294,{'was_impossible': False},15,39,2.1079085753523294
22604,35859,0452282152,0.0,2.107914931867744,{'was_impossible': False},548,186,2.107914931867744
3211,108005,0449221490,0.0,2.1079786351340113,{'was_impossible': False},75,76,2.1079786351340113
10121,189334,0786868716,0.0,2.1081113571713503,{'was_impossible': False},96,151,2.1081113571713503
25672,16155,0385505833,0.0,2.108135714027464,{'was_impossible': False},46,59,2.108135714027464
30960,266865,0316899984,0.0,2.1082642836284236,{'was_impossible': False},87,87,2.1082642836284236
14686,179741,0312983298,0.0,2.1083325619277065,{'was_impossible': False},10,49,2.1083325619277065
19531,112881,0060392452,0.0,2.1083401819424417,{'was_impossible': False},117,118,2.1083401819424417
20416,180957,0671727796,0.0,2.108527954558679,{'was_impossible': False},51,52,2.108527954558679
18755,95923,0380789019,0.0,2.108628942524252,{'was_impossible': False},21,85,2.108628942524252
11553,155014,0060928336,0.0,2.1089429707945766,{'was_impossible': False},76,286,2.1089429707945766
625,200226,0553295977,7.0,2.1089905480816524,{'was_impossible': False},215,52,4.891009451918348
7880,135277,0679731148,7.0,2.1090312949776555,{'was_impossible': False},1,64,4.8909687050223445
27411,147141,0786885688,0.0,2.1091907424666747,{'was_impossible': False},71,52,2.1091907424666747
4721,268622,0316776963,7.0,2.109194087712895,{'was_impossible': False},58,145,4.890805912287105
5427,36606,155874262X,0.0,2.1094855731150477,{'was_impossible': False},238,77,2.1094855731150477
31905,13082,0515133973,0.0,2.1096500919988044,{'was_impossible': False},21,62,2.1096500919988044
14756,254502,0375703861,0.0,2.109708839290321,{'was_impossible': False},4,76,2.109708839290321
12246,271195,0345443284,0.0,2.1097271196500618,{'was_impossible': False},62,146,2.1097271196500618
11359,15819,0553280368,0.0,2.1098170419520925,{'was_impossible': False},24,114,2.1098170419520925
18145,231827,0312243022,0.0,2.1099892487238887,{'was_impossible': False},53,55,2.1099892487238887
18986,123744,0451177096,0.0,2.110073902870906,{'was_impossible': False},9,77,2.110073902870906
26905,153662,0312925883,0.0,2.11010072435783,{'was_impossible': False},430,26,2.11010072435783
5025,60244,0786817070,0.0,2.1101032209210726,{'was_impossible': False},345,69,2.1101032209210726
1597,157247,0821776037,2.0,2.1102768519888606,{'was_impossible': False},28,27,0.11027685198886061
13069,200226,0679731148,0.0,2.110648846870952,{'was_impossible': False},215,64,2.110648846870952
30061,43842,0312983301,0.0,2.1106749220062646,{'was_impossible': False},187,27,2.1106749220062646
25895,193499,0553569910,0.0,2.110848493441038,{'was_impossible': False},67,70,2.110848493441038
28439,268622,068484477X,0.0,2.110964106721367,{'was_impossible': False},58,141,2.110964106721367
19807,130571,0316284955,0.0,2.1110789712632148,{'was_impossible': False},134,136,2.1110789712632148
16051,226341,051511054X,0.0,2.1111406259164847,{'was_impossible': False},2,32,2.1111406259164847
30565,71853,0684801469,0.0,2.111165635753287,{'was_impossible': False},22,22,2.111165635753287
16472,13552,0553285785,0.0,2.1113153196455565,{'was_impossible': False},204,35,2.1113153196455565
3505,136010,0345391055,0.0,2.1115198302125844,{'was_impossible': False},59,124,2.1115198302125844
2908,43246,0060934417,0.0,2.11153420651722,{'was_impossible': False},275,126,2.11153420651722
7791,60244,0767913000,0.0,2.111556734195181,{'was_impossible': False},345,37,2.111556734195181
23564,41449,0452284449,7.0,2.111600784810885,{'was_impossible': False},5,46,4.888399215189115
30844,216100,1400030382,0.0,2.111848546657969,{'was_impossible': False},17,22,2.111848546657969
20095,24921,0684814994,0.0,2.1119690307131975,{'was_impossible': False},101,46,2.1119690307131975
1450,76482,1400034779,0.0,2.1119982162918842,{'was_impossible': False},19,178,2.1119982162918842
20975,278144,0446672211,0.0,2.1123152132065313,{'was_impossible': False},16,221,2.1123152132065313
12884,162639,0060085444,0.0,2.1123632574681093,{'was_impossible': False},208,41,2.1123632574681093
33079,128696,0061097314,0.0,2.112427487048132,{'was_impossible': False},62,57,2.112427487048132
26880,276463,1400031362,8.0,2.1124580814709812,{'was_impossible': False},20,66,5.887541918529019
33278,268030,0156027321,8.0,2.1127911017550964,{'was_impossible': False},52,180,5.887208898244904
24247,2358,0316666343,0.0,2.1127934079230544,{'was_impossible': False},13,420,2.1127934079230544
22097,56447,0441104029,0.0,2.1128026690644193,{'was_impossible': False},106,30,2.1128026690644193
26770,190708,0446679593,0.0,2.112895480730239,{'was_impossible': False},88,47,2.112895480730239
7910,70564,0679448594,0.0,2.112910790140649,{'was_impossible': False},5,33,2.112910790140649
10231,99955,0446359750,5.0,2.1129178491805907,{'was_impossible': False},27,44,2.8870821508194093
19382,82407,067976402X,2.0,2.113070215586524,{'was_impossible': False},34,243,0.11307021558652419
22475,212923,0671021001,0.0,2.1131292668802817,{'was_impossible': False},79,173,2.1131292668802817
3419,55858,0671027360,0.0,2.1131414693399884,{'was_impossible': False},49,206,2.1131414693399884
19198,128040,0446527785,0.0,2.113185505384511,{'was_impossible': False},7,38,2.113185505384511
22904,252071,0316666343,9.0,2.113216203871688,{'was_impossible': False},125,420,6.886783796128312
12575,86202,0679751521,0.0,2.1134008943739704,{'was_impossible': False},63,74,2.1134008943739704
10835,87141,0446607657,0.0,2.1141050572444775,{'was_impossible': False},186,123,2.1141050572444775
10360,211430,0142000205,8.0,2.1142123163447804,{'was_impossible': False},46,111,5.88578768365522
22913,273086,068484477X,0.0,2.11424156015585,{'was_impossible': False},60,141,2.11424156015585
11913,171118,0671028383,0.0,2.1142711205543714,{'was_impossible': False},110,39,2.1142711205543714
33548,224764,0553580515,8.0,2.114306828163896,{'was_impossible': False},131,24,5.885693171836104
2540,148744,1878424319,0.0,2.1144825287126636,{'was_impossible': False},250,48,2.1144825287126636
25892,40943,0451142934,0.0,2.114710729644542,{'was_impossible': False},117,46,2.114710729644542
13741,109955,0679731148,0.0,2.1147702302084137,{'was_impossible': False},19,64,2.1147702302084137
21432,179733,0440404193,0.0,2.1149521344951974,{'was_impossible': False},94,29,2.1149521344951974
11723,235105,0515133876,7.0,2.1150718393164367,{'was_impossible': False},243,43,4.884928160683563
16609,265607,0446612790,0.0,2.1150988828097756,{'was_impossible': False},14,113,2.1150988828097756
18368,138844,0671793535,0.0,2.1151252060589467,{'was_impossible': False},84,30,2.1151252060589467
528,271195,0345465083,0.0,2.115147816762243,{'was_impossible': False},62,82,2.115147816762243
23590,172742,0060958022,0.0,2.1153555677403784,{'was_impossible': False},184,68,2.1153555677403784
14619,16795,0671741195,0.0,2.1153631717742596,{'was_impossible': False},459,49,2.1153631717742596
17488,198046,0312979096,8.0,2.115386013370502,{'was_impossible': False},43,45,5.884613986629498
13114,128331,0425184129,0.0,2.1154813535440975,{'was_impossible': False},9,15,2.1154813535440975
18758,143415,0446603716,0.0,2.1158286190921363,{'was_impossible': False},80,73,2.1158286190921363
17484,68555,0156628708,0.0,2.1158716083276814,{'was_impossible': False},188,56,2.1158716083276814
20952,125039,0345313151,0.0,2.1158752221526074,{'was_impossible': False},71,32,2.1158752221526074
7973,35857,0380702843,0.0,2.115917991519202,{'was_impossible': False},188,39,2.115917991519202
23391,114988,0060930535,0.0,2.1160355895700538,{'was_impossible': False},95,168,2.1160355895700538
13996,163326,0385498802,7.0,2.1162246911750167,{'was_impossible': False},16,54,4.883775308824983
27784,80683,0141000198,0.0,2.1162934968229528,{'was_impossible': False},45,66,2.1162934968229528
3847,155014,0553573136,0.0,2.1162993620264983,{'was_impossible': False},76,73,2.1162993620264983
20829,59038,0743486226,10.0,2.116318465349328,{'was_impossible': False},54,29,7.8836815346506715
12915,247429,0802130208,0.0,2.116446379982231,{'was_impossible': False},16,46,2.116446379982231
18839,246507,0812513711,0.0,2.116474808546008,{'was_impossible': False},39,23,2.116474808546008
14450,147847,0743406176,9.0,2.1164757203545257,{'was_impossible': False},133,18,6.883524279645474
1066,113817,0375703764,0.0,2.116492541275692,{'was_impossible': False},20,44,2.116492541275692
15374,71712,0140430725,8.0,2.116580865451014,{'was_impossible': False},54,26,5.883419134548986
10108,140000,0385336810,0.0,2.116589994064972,{'was_impossible': False},92,42,2.116589994064972
14086,82164,0671867113,0.0,2.116726766056567,{'was_impossible': False},21,69,2.116726766056567
21808,35859,0316666343,6.0,2.116800877550009,{'was_impossible': False},548,420,3.883199122449991
32585,135149,0441172695,0.0,2.116810938641239,{'was_impossible': False},307,32,2.116810938641239
29205,26544,0451169530,0.0,2.117039963717587,{'was_impossible': False},192,69,2.117039963717587
8078,165319,0064401847,9.0,2.117100286654544,{'was_impossible': False},68,34,6.882899713345456
16485,119575,0671024248,0.0,2.1171154699878287,{'was_impossible': False},87,76,2.1171154699878287
26823,197364,074343627X,0.0,2.117147319712909,{'was_impossible': False},67,77,2.117147319712909
9889,224764,044021145X,0.0,2.117161039780855,{'was_impossible': False},131,249,2.117161039780855
23989,143253,0316666343,9.0,2.117337553261863,{'was_impossible': False},107,420,6.882662446738137
4965,64436,0060976845,0.0,2.117419439337725,{'was_impossible': False},65,188,2.117419439337725
16871,127359,0373250126,7.0,2.11763951320452,{'was_impossible': False},126,37,4.882360486795481
6791,278582,0425191583,8.0,2.1176567951704213,{'was_impossible': False},11,40,5.882343204829579
19403,30276,0425191583,0.0,2.117802623485053,{'was_impossible': False},61,40,2.117802623485053
24722,242409,1573229725,10.0,2.1178562272699732,{'was_impossible': False},11,52,7.882143772730027
18427,55142,0385336179,6.0,2.1178574904523124,{'was_impossible': False},10,73,3.8821425095476876
9395,162590,0142001805,0.0,2.117859536900958,{'was_impossible': False},31,80,2.117859536900958
32519,128045,0312966806,0.0,2.1178657868946034,{'was_impossible': False},21,55,2.1178657868946034
26038,216466,0553265741,4.0,2.1178753689773053,{'was_impossible': False},59,54,1.8821246310226947
11009,51450,0373250118,0.0,2.1180395759732966,{'was_impossible': False},74,39,2.1180395759732966
7189,142121,0312995423,0.0,2.11808609145022,{'was_impossible': False},62,82,2.11808609145022
7329,223087,1558743669,3.0,2.1181129926115227,{'was_impossible': False},53,105,0.8818870073884773
14310,213126,0156007479,8.0,2.1181922661883075,{'was_impossible': False},44,37,5.8818077338116925
7484,246617,0375727345,0.0,2.118212343223517,{'was_impossible': False},18,199,2.118212343223517
33250,209373,1558743669,8.0,2.118241755879149,{'was_impossible': False},102,105,5.881758244120851
727,62891,034541389X,0.0,2.1183003780048293,{'was_impossible': False},61,75,2.1183003780048293
27282,31315,0380018179,0.0,2.118476449660397,{'was_impossible': False},260,108,2.118476449660397
29814,81368,0553582143,0.0,2.1186169706898035,{'was_impossible': False},25,54,2.1186169706898035
2678,26593,055329170X,0.0,2.1187847818370105,{'was_impossible': False},35,38,2.1187847818370105
34315,125039,0380778556,0.0,2.118809935621442,{'was_impossible': False},71,42,2.118809935621442
13734,210874,080411868X,0.0,2.1188531652336144,{'was_impossible': False},26,100,2.1188531652336144
4133,7346,0449003787,8.0,2.118900407276916,{'was_impossible': False},174,85,5.881099592723084
9839,111174,0385722206,9.0,2.118946531404212,{'was_impossible': False},66,134,6.881053468595788
5109,31315,044651862X,0.0,2.1190680741167287,{'was_impossible': False},260,70,2.1190680741167287
26951,146175,0446611921,0.0,2.1192814551759596,{'was_impossible': False},53,21,2.1192814551759596
12691,34588,0446611212,7.0,2.1193754532163585,{'was_impossible': False},37,124,4.8806245467836415
26087,30533,0440202043,8.0,2.1195302243031846,{'was_impossible': False},98,73,5.880469775696815
6067,127233,0385335881,0.0,2.1198473448164528,{'was_impossible': False},135,96,2.1198473448164528
19959,277195,0060502258,0.0,2.119866995036257,{'was_impossible': False},23,157,2.119866995036257
23811,266865,0142001821,0.0,2.1199241244293865,{'was_impossible': False},87,21,2.1199241244293865
9369,52614,0553582143,0.0,2.120063259915338,{'was_impossible': False},29,54,2.120063259915338
28053,224764,0446611921,0.0,2.1200994373855147,{'was_impossible': False},131,21,2.1200994373855147
24940,148744,155874262X,0.0,2.120243104760335,{'was_impossible': False},250,77,2.120243104760335
6757,162639,037570504X,0.0,2.120277000657684,{'was_impossible': False},208,71,2.120277000657684
13337,236283,0375703055,0.0,2.1202806247451624,{'was_impossible': False},234,87,2.1202806247451624
24522,230522,0553274295,10.0,2.1203191049789263,{'was_impossible': False},340,54,7.879680895021074
32826,153563,0441008534,0.0,2.12039906776682,{'was_impossible': False},19,36,2.12039906776682
9024,235498,0804114986,0.0,2.120414071575071,{'was_impossible': False},13,97,2.120414071575071
12747,135149,0312983298,7.0,2.120453706074706,{'was_impossible': False},307,49,4.879546293925294
16505,120090,0446675059,0.0,2.120503302440108,{'was_impossible': False},37,60,2.120503302440108
22747,170415,044900371X,6.0,2.1205120311921446,{'was_impossible': False},36,32,3.8794879688078554
31341,259035,0553583980,0.0,2.1205189634629806,{'was_impossible': False},45,44,2.1205189634629806
6984,181687,051513225X,0.0,2.1208782716104473,{'was_impossible': False},86,25,2.1208782716104473
27578,59727,0679441018,0.0,2.121001883981296,{'was_impossible': False},39,31,2.121001883981296
24506,100644,0449223612,9.0,2.121087214553279,{'was_impossible': False},36,89,6.878912785446721
34646,205735,0385335881,0.0,2.121156782095304,{'was_impossible': False},77,96,2.121156782095304
1577,124487,0515121843,0.0,2.121212865815219,{'was_impossible': False},121,64,2.121212865815219
34133,104058,0515090174,0.0,2.1212790413634734,{'was_impossible': False},21,37,2.1212790413634734
7523,235105,051513628X,0.0,2.121428863830371,{'was_impossible': False},243,75,2.121428863830371
26516,16795,0671004565,0.0,2.121631198284496,{'was_impossible': False},459,65,2.121631198284496
33857,258938,0380018179,0.0,2.1216517842949068,{'was_impossible': False},64,108,2.1216517842949068
20112,154730,0449212602,0.0,2.1216957968903234,{'was_impossible': False},33,132,2.1216957968903234
9652,110483,0515132268,0.0,2.1217259677186933,{'was_impossible': False},26,34,2.1217259677186933
32970,128696,0385315236,0.0,2.1218993267344373,{'was_impossible': False},62,30,2.1218993267344373
9668,9227,0451205421,0.0,2.1219468787481577,{'was_impossible': False},6,40,2.1219468787481577
20490,111947,0553258001,0.0,2.1220757205658227,{'was_impossible': False},50,38,2.1220757205658227
20964,272077,0671708635,0.0,2.122531221243812,{'was_impossible': False},8,66,2.122531221243812
34658,100846,0515090174,0.0,2.1225493682631793,{'was_impossible': False},103,37,2.1225493682631793
19895,35857,0451173317,0.0,2.122549837330597,{'was_impossible': False},188,34,2.122549837330597
29779,35859,0786867647,0.0,2.1226962369740257,{'was_impossible': False},548,59,2.1226962369740257
7751,16795,042517736X,6.0,2.1227728496239244,{'was_impossible': False},459,42,3.8772271503760756
31129,254,014100018X,0.0,2.1230820980728105,{'was_impossible': False},57,76,2.1230820980728105
29848,256402,0842329285,0.0,2.1231031353200187,{'was_impossible': False},31,31,2.1231031353200187
31542,33816,0425113884,0.0,2.123197793374243,{'was_impossible': False},23,43,2.123197793374243
13039,81682,0446394521,0.0,2.1231988691639927,{'was_impossible': False},61,83,2.1231988691639927
6569,88733,0671793489,9.0,2.1233883389141064,{'was_impossible': False},100,73,6.876611661085894
25218,185254,0515132020,10.0,2.123512566124665,{'was_impossible': False},34,108,7.876487433875335
32211,68555,0140254544,0.0,2.1236565436791355,{'was_impossible': False},188,47,2.1236565436791355
9506,3363,0743418174,0.0,2.1237449171868885,{'was_impossible': False},104,197,2.1237449171868885
25530,52199,0449219364,10.0,2.123905757973326,{'was_impossible': False},27,90,7.876094242026674
32452,157799,0440221471,0.0,2.123937753822612,{'was_impossible': False},28,162,2.123937753822612
18901,109955,0312274920,0.0,2.1240247935223553,{'was_impossible': False},19,44,2.1240247935223553
2103,30711,0446364193,0.0,2.124184304184558,{'was_impossible': False},62,139,2.124184304184558
24938,254377,0440204194,0.0,2.1246527449555916,{'was_impossible': False},7,47,2.1246527449555916
18721,91832,0440498058,0.0,2.124667934485527,{'was_impossible': False},93,67,2.124667934485527
13817,12538,0064472272,9.0,2.1246873161784303,{'was_impossible': False},113,49,6.875312683821569
21719,16106,006109868X,10.0,2.12486450138785,{'was_impossible': False},63,31,7.87513549861215
8652,190844,0385503822,7.0,2.1249325923082845,{'was_impossible': False},30,54,4.8750674076917155
14700,175536,0553284789,0.0,2.125074905873479,{'was_impossible': False},15,100,2.125074905873479
18398,52614,0373483503,0.0,2.1251607946825177,{'was_impossible': False},29,60,2.1251607946825177
28208,109955,0553578022,0.0,2.125188240782747,{'was_impossible': False},19,56,2.125188240782747
6154,29259,0684815451,10.0,2.1252021937235095,{'was_impossible': False},123,29,7.87479780627649
8377,15408,0375412530,0.0,2.125325120242723,{'was_impossible': False},102,38,2.125325120242723
28893,102164,0440235596,7.0,2.125348069229268,{'was_impossible': False},3,112,4.874651930770732
23860,263877,0385335482,0.0,2.125424315391105,{'was_impossible': False},109,144,2.125424315391105
22432,185384,0553213164,0.0,2.1254643862147384,{'was_impossible': False},46,36,2.1254643862147384
4100,76352,0439064872,0.0,2.1255481890486703,{'was_impossible': False},507,132,2.1255481890486703
33884,251422,0312284683,0.0,2.125765767958518,{'was_impossible': False},105,39,2.125765767958518
16641,178093,0515116750,0.0,2.12584695756231,{'was_impossible': False},5,33,2.12584695756231
1872,120548,0060936231,0.0,2.1259044493061348,{'was_impossible': False},19,20,2.1259044493061348
10599,101876,055329170X,0.0,2.126012642634385,{'was_impossible': False},124,38,2.126012642634385
22216,113519,0316666343,9.0,2.1260650394789744,{'was_impossible': False},211,420,6.873934960521026
20887,245649,0688170528,7.0,2.1260854201710737,{'was_impossible': False},35,40,4.873914579828926
15064,107021,0316666343,0.0,2.1262253185529048,{'was_impossible': False},71,420,2.1262253185529048
